2005-3922,T14
2014-0036,T35
2015-2752,T15
2009-2626,T15
2015-0697,T7
2008-7160,T11
2001-1370,T33
2005-0573,T11
2006-3786,T9
2008-2317,T8
2015-4262,T19
2007-2399,T8
2009-0142,T15
2007-0365,T7
2014-3986,T9
2008-7065,T29
2008-1499,T1
2013-5429,T35
2013-3333,T28
2012-2061,T38
2006-6519,T21
2008-5650,T21
2007-4709,T36
2012-3455,T23
2014-7427,T0
2011-1932,T36
2003-1481,T35
2014-7764,T0
2010-0553,T11
2014-2667,T12
1999-1516,T11
2007-4627,T21
2012-2215,T36
2005-3483,T23
2006-2248,T36
2014-10021,T24
2008-6461,T5
2012-3315,T20
2000-0494,T9
2009-1016,T32
2014-6877,T0
2004-0842,T23
2012-0648,T28
2012-4534,T31
2007-0637,T18
2014-2495,T27
2014-8683,T22
2008-1375,T15
2014-5944,T0
2004-2140,T25
2007-6680,T9
2012-0503,T27
2006-5251,T2
2009-4843,T19
2013-1347,T17
2014-8544,T23
2009-4550,T21
2014-100017,T1
2014-0046,T22
2003-0726,T25
2000-0614,T36
2012-4908,T25
2009-0071,T13
2005-3473,T22
2006-5741,T7
2006-7199,T4
2009-4400,T22
2012-1810,T37
2014-0513,T14
2014-7781,T0
2014-6892,T0
2013-3151,T28
2015-2338,T15
2007-3491,T14
2007-1556,T5
2008-4614,T6
2014-4242,T27
2007-6529,T30
2012-0185,T17
2004-0239,T5
2014-7399,T0
2011-1342,T5
2007-4028,T16
2012-5854,T23
2008-5511,T25
2007-5011,T30
2002-1931,T1
2006-3687,T14
2011-4080,T15
2001-1302,T10
2009-4754,T14
2004-1606,T31
2007-4654,T29
2011-3134,T20
2013-2344,T20
2004-1738,T22
2008-0902,T22
2005-4310,T35
2006-2919,T8
2005-1110,T14
2014-8896,T20
2006-6469,T20
2013-2034,T38
2004-0245,T37
2013-5121,T21
2007-2670,T30
2007-5646,T21
2008-2198,T2
2013-4112,T20
2010-1752,T23
2004-0559,T9
2005-2175,T10
2006-4321,T2
2014-0538,T28
2008-2609,T27
2006-3139,T21
2003-1274,T11
2009-3561,T36
2006-6233,T4
2006-5530,T1
2006-1325,T7
2007-1526,T35
2011-2791,T8
2015-7981,T23
2008-6531,T12
2012-4411,T13
2015-5459,T5
2014-2314,T36
2008-6043,T16
2014-7013,T0
2010-5099,T33
2009-2228,T1
2009-0894,T23
2012-0693,T4
2008-5981,T3
2005-2469,T26
2005-2298,T33
2006-1108,T21
2015-8339,T15
2005-2193,T5
2004-0736,T30
2011-3903,T8
2015-2485,T28
2012-5634,T15
2001-0032,T26
2015-6337,T7
2008-4299,T4
2015-6088,T25
2014-2200,T19
2015-0535,T35
2000-1052,T24
2005-3108,T15
2009-4319,T2
2007-4162,T10
2013-6692,T29
2007-3852,T9
2013-2333,T20
2007-3092,T25
2006-6638,T37
2005-3038,T36
2002-1930,T14
2015-2607,T27
2014-3105,T10
2007-2727,T10
2013-3760,T27
2007-6545,T1
2015-5571,T4
2005-0144,T25
1999-1136,T35
2010-0386,T35
